,PLAYER_NAME,TEAM_ABBREVIATION,NPTwAO/G,PGen/G,IOEwAO,Eff_Factor,Pos_Weight,Score
343,Marvin Bagley III,SAC,14.9,17.272727272727273,1.1656221685291457,1.0720062562786368,0.8129544220946125,17.23950694708853
344,Marvin Williams,MIL,6.93,8.667025862068966,1.2627800944533762,1.161361029420314,0.5414546770426544,6.649176871141166
345,Mason Plumlee,DEN,10.07,13.918926974664679,1.4075837955148298,1.2945349494617104,0.6779274267687492,20.493721233105454
346,Matisse Thybulle,PHI,6.79,8.293574660633485,1.2391558315124505,1.139634128237059,0.5341747450027863,5.9526838084357205
347,Matt Mooney,CLE,1.75,1.0,0.5714285714285714,0.5255347917419738,0.17872146589856086,0.17872146589856086
348,Matt Thomas,TOR,5.42,6.628048780487805,1.233657163609951,1.134577080977812,0.4565435151926458,3.90308099580292
349,Matthew Dellavedova,CLE,9.65,11.16956049918611,1.1871875670426053,1.0918396489076934,0.6623427882421884,9.233580989721457
350,Maurice Harkless,NYK,7.45,9.125806451612902,1.2434071729957803,1.143544026993924,0.567512337857613,7.113572531213748
351,Maxi Kleber,DAL,8.99,12.18087318087318,1.3617727450214758,1.2524031729208254,0.6363150430937685,14.56730759097605
352,Melvin Frazier Jr.,ORL,2.46,2.736842105263158,1.1363636363636365,1.0450975972141525,0.241775113838256,0.6924369773429939
353,Meyers Leonard,MIA,7.54,9.132352941176473,1.2409410636257059,1.141275981014048,0.5718695772520287,7.138170911980229
354,Mfiondu Kabengele,LAC,3.27,3.9166666666666665,1.2303664921465969,1.1315506968789881,0.30781953445942434,1.4428174373492697
355,Michael Carter-Williams,ORL,12.22,13.808641975308642,1.1662704371037709,1.0726024597367643,0.7471289104288449,12.483152507067173
356,Michael Frazier,HOU,3.63,2.5384615384615383,0.6997455470737914,0.6435461031191474,0.3352952119802707,0.6106427100799142
357,Michael Kidd-Gilchrist,DAL,3.97,4.3039999999999985,1.096169519152404,1.0081316349329017,0.3602422916664981,1.5689943410453522
358,Michael Porter Jr.,DEN,8.74,11.502097902097905,1.332719694563463,1.2256834924824638,0.6259402454015517,12.494238943792777
359,Mikal Bridges,PHX,11.46,14.260081034150105,1.2638232268513958,1.162320383563531,0.7245550931499257,15.904899590424211
360,Mike Conley,UTA,23.88,27.29053558327219,1.1680039087326008,1.0741967091267979,0.9318977581343261,32.50331785281762
361,Mike Muscala,OKC,5.7,7.101929737753588,1.2611103886746962,1.1598254245826431,0.47339709467072366,4.599107380146994
362,Mike Scott,PHI,6.47,8.369281045751634,1.3134949942557033,1.2080028069555182,0.5170979396136606,6.732598017458659
363,Miles Bridges,CHA,16.27,18.097435897435894,1.1249888425589432,1.034636359900952,0.8396733566354174,16.79912635343353
364,Mitchell Robinson,NYK,5.51,11.190416141235811,2.0491576147195745,1.88458133552173,0.4620187465391845,43.78200434476218
365,Miye Oni,UTA,4.72,5.0600000000000005,1.0952380952380951,1.0072750175054497,0.41201183236247296,2.109516432113941
366,Mo Bamba,ORL,5.25,7.160915228807203,1.3692843084938515,1.2593114518247706,0.4460489176829784,5.321746141111776
367,Monte Morris,DEN,15.6,18.69023420238621,1.2234899895747642,1.125226474521736,0.8271204458490291,22.306083887208214
368,Montrezl Harrell,LAC,17.78,23.51216931216932,1.3375592959136988,1.2301344055359569,0.8647232400100255,42.04859238447248
369,Moritz Wagner,WAS,9.35,12.272222222222224,1.3249760076775432,1.2185617329513767,0.6507512935986635,13.81450076707617
370,Moses Brown,POR,1.72,1.4444444444444444,0.8376288659793815,0.7703554453691949,0.1759447143551195,0.23356224360222186
371,Mychal Mulder,GSW,12.47,14.317460317460318,1.1615927471282128,1.068300454289272,0.7541424593719208,12.949874306010198
372,Myles Turner,IND,12.59,15.289473684210524,1.221015209981262,1.1229504546597486,0.757439531687697,16.194297163766713
373,Nassir Little,POR,4.22,4.78125,1.1341174145087962,1.0430317786784455,0.37798639996577643,1.9331230710534195
374,Naz Mitrou-Long,IND,8.0,6.8,0.9189189189189191,0.8451167596931742,0.5934637288360864,2.998896074499041
375,Naz Reid,MIN,10.98,12.485585585585588,1.1443467174861528,1.0524395242457192,0.7092707094948757,10.109184044143428
376,Nemanja Bjelica,SAC,14.6,19.19911795681938,1.3253974197390077,1.2189492996763056,0.8065333010911598,29.571756228207043
377,Nerlens Noel,OKC,6.44,9.980327868852457,1.5624679191048143,1.4369796918229616,0.5154652425616478,14.058862577729986
378,Nickeil Alexander-Walker,NOP,11.13,11.640267927501972,1.0848984544153897,0.9977657957791669,0.7141360434767616,8.26727436663209
379,Nicolas Batum,CHA,8.43,10.787878787878787,1.3229282794500186,1.2166784662030832,0.6126635331484315,11.065552167265716
380,Nicolas Claxton,BKN,4.28,6.866666666666666,1.603362391033624,1.4745897604528455,0.3821712338967542,6.54809584464672
381,Nicolo Melli,NOP,8.47,10.654651162790696,1.2681089220174595,1.1662618769175228,0.6144027896814495,9.701368831492045
382,Nigel Williams-Goss,UTA,3.39,2.8,0.8264462809917357,0.760070979792111,0.31710201993709086,0.6935389418331716
383,Nikola Jokic,DEN,29.51,38.220743639921714,1.3245638545196092,1.2181826815093406,0.9638536007936059,81.57188052899053
384,Nikola Vucevic,ORL,24.38,29.828021764477267,1.245781249594195,1.1457274317326969,0.9356230918352877,45.77397386656367
385,Noah Vonleh,DEN,4.14,5.7844827586206895,1.4062761973956297,1.2933323699275125,0.3723624948161778,3.6043530478741217
386,Norman Powell,TOR,17.53,21.29230769230769,1.2270591364482666,1.1285089685247456,0.8608642158994506,27.154757109410053
387,Norvel Pelle,PHI,2.67,3.1666666666666665,1.1845386533665836,1.0894034803878199,0.2594798316781515,0.9108808055383347
388,OG Anunoby,TOR,12.11,15.432494279176204,1.2831278079519424,1.180074534328129,0.7439798990532414,18.79335892660885
389,Omari Spellman,MIN,9.23,10.458196181698488,1.1713715207626079,1.0772938543787984,0.6460040309914941,8.100088362264623
390,Oshae Brissett,TOR,2.97,3.350877192982456,1.170343137254902,1.0763480645818306,0.28405754780764503,1.043901883342273
391,Otto Porter Jr.,CHI,14.85,16.72119815668203,1.1595837834037468,1.0664528387073018,0.811899229493468,16.370393304735305
392,P.J. Tucker,HOU,9.04,11.628777777777776,1.3059520838532568,1.2010656987224315,0.6383552137674003,12.157347590385061
393,P.J. Washington,CHA,15.89,18.320924764890282,1.1640743573502872,1.0705827561839465,0.8326701262220355,18.73107413716796
394,PJ Dozier,DEN,10.54,11.749392909179216,1.1443188956414467,1.0524139368878331,0.6945160996273947,9.2849905459779
395,Pascal Siakam,TOR,30.36,33.99035874439462,1.129673146402675,1.0389444480296528,0.9671502672071167,37.71268978901434
396,Pat Connaughton,MIL,8.2,10.20364280293448,1.269298306343502,1.1673557368946768,0.6025094740142214,9.068597046107287
397,Patrick Beverley,LAC,14.82,18.769507803121243,1.28890625566756,1.185388891132562,0.8112632587683865,26.223986338348755
398,Patrick McCaw,TOR,9.46,10.450450450450449,1.1210328965170668,1.0309981321622472,0.6550470037608953,7.36204989826496
399,Patrick Patterson,LAC,5.05,6.828028110789582,1.352220926881664,1.2436185005963147,0.4334425786529733,4.725814189828939
400,Patty Mills,SAS,14.03,17.208333333333332,1.2449576884289912,1.1449700141531733,0.7937196325545615,20.632459693618685
401,Paul George,LAC,27.93,32.79571484992101,1.1975795088523284,1.1013969711135365,0.9568214624200682,44.704091459002385
402,Paul Millsap,DEN,12.1,16.028499772001826,1.3312707451828758,1.2243509141882636,0.7436916880542089,22.212867243655513
403,Paul Watson,TOR,4.5,5.0,1.112099644128114,1.0227823460280852,0.39727617925387937,2.060566838630967
404,Quinn Cook,LAL,7.66,7.7028619528619515,1.02036947834154,0.9384194072751535,0.577611019880869,3.923620746286724
405,Quinndary Weatherspoon,SAS,3.63,3.96694214876033,1.0941916659068114,1.006312631219244,0.3352952119802707,1.3417173939813338
406,RJ Barrett,NYK,21.53,21.360872513562388,1.0045759521309867,0.923894324136268,0.9112867500673544,15.419933191612268
407,Rajon Rondo,LAL,19.9,21.144459706959704,1.1007484121448807,1.0123427781895196,0.8934301125084304,19.616150548310756
408,Raul Neto,PHI,9.11,10.217249657064473,1.1526102646475338,1.0600393919346052,0.6411922398639653,7.532203812086674
409,Rayjon Tucker,UTA,3.61,3.75,1.0399334442595674,0.9564121105953142,0.3337978056292993,1.181663806574232
410,Reggie Bullock,NYK,10.94,11.843727072633893,1.1000130832256694,1.011666506561285,0.7079593597124616,8.630194390817447
411,Reggie Jackson,LAC,21.41,23.713109128345913,1.1330944925376465,1.0420910117795616,0.9100808899268682,24.657165611379664
412,Richaun Holmes,SAC,9.48,15.087121212121213,1.6154807099516533,1.4857348073183316,0.655822346159524,36.972833304081476
413,Ricky Rubio,PHX,31.44,36.05546177959971,1.1863711455037769,1.0910887975417751,0.9709088930689791,48.525739564593955
414,Robert Covington,HOU,14.39,16.225345622119814,1.1328740360161855,1.041888261028397,0.8019078047682721,14.622152781190454
415,Robert Williams III,BOS,4.31,7.74384236453202,1.8116443092241736,1.6661437008276516,0.38425308084288123,11.634470890751595
416,Robin Lopez,MIL,6.55,7.459595959595959,1.1467747445572845,1.0546725464727684,0.521424952199314,4.341308845461776
417,Rodions Kurucs,BKN,6.97,7.908434650455928,1.1517613676605991,1.0592586733574367,0.5435136826279561,4.858706498910947
418,Rodney Hood,POR,13.61,16.611111111111118,1.2375242419942294,1.1381335783861424,0.7837380158974516,19.193210813120174
419,Rodney McGruder,LAC,5.14,5.332589285714286,1.0516445978306803,0.9671826932381572,0.43915054799310016,2.2166412607863757
420,Romeo Langford,BOS,3.44,3.915178571428572,1.1494102228047185,1.0570963586186035,0.32093288620073446,1.3583439518042146
421,Rondae Hollis-Jefferson,TOR,9.6,12.425,1.3126848851950976,1.2072577610867243,0.66043794026043,13.833428603663336
422,Royce O'Neale,UTA,10.48,13.884903169014088,1.3463918669762358,1.238257596475276,0.6924469188741096,17.99487595100352
423,Rudy Gay,SAS,13.31,15.15534328358209,1.152772353662413,1.060188462913792,0.7763139196749169,13.85669286533414
424,Rudy Gobert,UTA,12.11,19.491753710830125,1.6216894880052473,1.491444932860725,0.7439798990532414,62.416988863279144
425,Rui Hachimura,WAS,15.97,18.961767399267398,1.1935022753276097,1.0976471969887678,0.8341694747011325,21.082125416681546
426,Russell Westbrook,HOU,44.95,47.70806229055786,1.0798822772463657,0.9931524884374051,0.9936375162145923,46.16635444526336
427,Ryan Arcidiacono,CHI,8.18,9.093869731800767,1.118130340974401,1.028328692797637,0.6016140316331979,5.824072650586341
428,Ryan Broekhoff,PHI,4.38,6.197860962566844,1.4138974283901822,1.3003415085037069,0.3890834838931403,4.1708803508784955
429,Sekou Doumbouya,DET,8.45,8.069377990430622,0.963538095891037,0.8861523869792197,0.6135341398356013,3.9033475049411193
430,Semi Ojeleye,BOS,4.06,4.866737363025805,1.2163317808199814,1.1186431709641529,0.3666877414067825,2.1531306646546016
431,Serge Ibaka,TOR,15.86,19.342922899884925,1.222041857532704,1.1238946479222427,0.83210438212185,23.232348437844212
432,Seth Curry,DAL,14.42,18.220079787234038,1.2875244086023527,1.1841180258907045,0.802575299799777,24.953191077892747
433,Shabazz Napier,WAS,21.58,23.32733990147784,1.1067600603927397,1.0178716062319575,0.9117844065346847,22.501078075492675
434,Shai Gilgeous-Alexander,OKC,25.57,29.00902857142857,1.1459031194979912,1.053870925208246,0.9436902452618217,32.820913723394426
435,Shake Milton,PHI,13.39,17.317857142857143,1.3129535362287448,1.2075048356505076,0.7783182442868843,24.35818300920378
436,Shamorie Ponds,TOR,2.47,3.75,1.5182186234817816,1.3962842391929975,0.24262771495084967,1.5362122361831567
437,Shaquille Harrison,CHI,6.4,8.102862254025045,1.2809671945701355,1.178087448696754,0.513279723009645,6.036840041020666
438,Sindarius Thornwell,NOP,11.88,12.0,1.0101010101010102,0.9289756419681356,0.7372683098613153,7.415811085059436
439,Skal Labissiere,ATL,6.02,9.195592286501382,1.5441407767888535,1.4201244777125346,0.492019287594195,11.491725839921102
440,Solomon Hill,MIA,8.71,10.089937395022144,1.1747302595041171,1.0803828389926093,0.6246755453542567,7.589940679116057
441,Spencer Dinwiddie,BKN,34.58,39.03833975770925,1.1402008654886695,1.048626642680061,0.9795670194453364,45.69980793480884
442,Stanley Johnson,TOR,4.2,4.6,1.0948210205635946,1.006891439814092,0.3765851657158221,1.7506059324177423
443,Stanton Kidd,UTA,1.5,0.5,0.3333333333333333,0.3065619618494847,0.15529295042531932,0.12556465137582581
444,Stephen Curry,GSW,35.49,41.27,1.2106899788781975,1.1134544853492343,0.9815555050839518,61.780342155619685
445,Sterling Brown,MIL,7.92,7.9881916329284754,1.0241271324267276,0.941875268700074,0.589788051280529,4.175320997239999
446,Steven Adams,OKC,11.26,17.143655785165222,1.5508160278924368,1.4262636119349918,0.7182867564850413,41.348017029524875
447,Svi Mykhailiuk,DET,12.51,14.184523809523807,1.1565715395068918,1.0636825205115348,0.7552464332301141,12.683932163737245
448,T.J. McConnell,IND,18.34,20.87274400169864,1.1766481596536689,1.0821467046900433,0.8729834992628729,23.38754805813459
449,T.J. Warren,IND,19.59,23.977402706095692,1.231250177280428,1.1323634096238417,0.8896475678382831,32.48294888540571
450,TJ Leaf,IND,3.5,3.9821428571428568,1.149010717230008,1.0567289389803443,0.3255015694241912,1.4018899240319775
451,Tacko Fall,BOS,2.76,3.571428571428572,1.2939958592132506,1.1900697276765713,0.2669404460082523,1.2143248229250851
452,Taj Gibson,NYK,5.85,8.345622119815669,1.4427519836843952,1.3268786357415718,0.48220975680671574,8.051927911872196
453,Talen Horton-Tucker,LAL,9.63,9.1875,0.9886119081779052,0.9092124182363438,0.661582134697261,4.969752522149245
454,Taurean Prince,BKN,16.81,17.185267857142858,1.031606084318623,0.948753555193746,0.8491240898790772,12.613339876322758
455,Terance Mann,LAC,5.44,6.364613476643242,1.2031960187309705,1.106562395974967,0.457765029019384,3.548677390194208
456,Terence Davis,TOR,10.5,12.35347752332485,1.2020249495640158,1.105485380191118,0.6931381983998004,11.162895637835142
457,Terrance Ferguson,OKC,5.91,6.7013888888888875,1.1448376381262286,1.0528910170293213,0.48569338832011877,3.5993469417350923
458,Terrence Ross,ORL,17.17,18.157971014492755,1.064522158781947,0.9790260042853269,0.8551130162624723,14.61110841123406
459,Terry Rozier,CHA,27.58,30.458427815570673,1.1270298087518809,1.0365134077014786,0.955087230654851,32.95533550020594
460,Thabo Sefolosha,HOU,3.09,3.943414634146341,1.2779007271577618,1.1752672618990998,0.29365869338480355,1.472828697182464
461,Thaddeus Young,CHI,14.15,15.526785714285715,1.1082150663718224,1.0192097546943084,0.7964859552268498,13.035871356576921
462,Thanasis Antetokounmpo,MIL,3.77,4.776666666666666,1.2656774421480304,1.1640256792006136,0.3456832397470081,2.1340136255859834
463,Theo Pinson,NYK,9.15,8.627565982404692,0.9617270551930648,0.8844867984111409,0.6428033939749809,4.323734298659225
464,Thomas Bryant,WAS,12.44,17.949682462139712,1.4587050266031147,1.341550424145467,0.7533112123868128,36.25390759196915
465,Thon Maker,DET,5.39,6.747727272727272,1.2557805098127681,1.154923610221645,0.4547060829813765,4.124244100926397
466,Tim Frazier,DET,12.24,13.316561844863731,1.1322180684321728,1.0412849769000032,0.7476972825817745,11.07996567399541
467,Tim Hardaway Jr.,DAL,18.49,21.533345769984145,1.1768848336275477,1.0823643704032964,0.8751091113614091,24.264682345650183
468,Timothe Luwawu-Cabarrot,BKN,8.63,9.803504380475594,1.150071650065777,1.0577046639349161,0.6212820678914869,6.948282915151839
469,Tobias Harris,PHI,25.36,28.941555555555553,1.1557103558434645,1.0628905020514157,0.9423439641449516,33.70133985030764
470,Tomas Satoransky,CHI,21.5,25.23217493166732,1.2084018821714475,1.1113501551032665,0.9109868096166476,32.928704706826345
471,Tony Bradley,UTA,3.07,6.099137931034483,1.9958812909049877,1.8355838524755455,0.2920674908276051,8.070664899443132
472,Tony Snell,DET,11.83,14.188194038573934,1.2308896722089493,1.132031858197934,0.7357861441847724,14.817324859309334
473,Torrey Craig,DEN,5.96,7.6277890466531435,1.2942071282058345,1.1902640287871047,0.4885785042603824,5.485569932669387
474,Trae Young,ATL,48.45,55.033549432739065,1.1586173019847097,1.0655639793875684,0.9957085146721785,71.2659718457483
475,Tremont Waters,BOS,9.23,7.8181818181818175,0.8818703855619361,0.811043746484486,0.6460040309914941,3.4243888515016914
476,Treveon Graham,ATL,6.23,6.595999999999999,1.0744580026063262,0.9881638596116223,0.5038807489434541,3.250209028891712
477,Trevor Ariza,POR,10.94,12.778301886792455,1.1869917274256871,1.0916595379761824,0.7079593597124616,11.426159681835042
478,Trey Burke,DAL,11.51,14.3521421107628,1.2604340261208549,1.159203383488362,0.7261002618749045,15.925694356607568
479,Trey Lyles,SAS,7.54,9.400040184850312,1.2741018322839277,1.171773471902952,0.5718695772520287,7.899226600688507
480,Tristan Thompson,CLE,13.52,18.151267056530216,1.3688376140747014,1.258900633272325,0.7815370388433149,30.04611445536672
481,Troy Brown Jr.,WAS,15.18,17.453065774804898,1.1690043667600551,1.0751168162537312,0.8187550475381913,17.71377671381214
482,Troy Daniels,DEN,4.77,5.347144456886898,1.1318491689501182,1.0409457052531714,0.41531028117999147,2.3785268856118336
483,Ty Jerome,PHX,7.68,7.4667544437129685,0.9932603319391607,0.9134875079596186,0.5785604132433575,3.63031048407298
484,Tyler Cook,DEN,1.19,1.9230769230769231,1.6108247422680413,1.481452779556144,0.12531129028274557,0.3301549687865104
485,Tyler Herro,MIA,18.73,20.367750497677505,1.1047596423789574,1.016031850019485,0.878436349086195,18.77751612054947
486,Tyler Johnson,BKN,11.95,13.177677224736051,1.1295151906916614,1.0387991783916917,0.7393293838479831,10.767767279789373
487,Tyler Zeller,SAS,1.5,2.0,2.0,1.8393717710969084,0.15529295042531932,0.5557222910782453
488,Tyrone Wallace,ATL,6.32,5.219047619047619,0.8448967005858772,0.7770395702752896,0.5088790657377952,1.8374324801100024
489,Tyson Chandler,HOU,0.91,1.8351648351648355,2.1001006036217307,1.9314328833826946,0.0973174536771928,0.31438473801984146
490,Tyus Jones,MEM,15.9,19.67977585328579,1.2583967167036323,1.1573296987728472,0.8328582836396525,26.192626935647873
491,Udonis Haslem,MIA,4.69,3.5,0.746268656716418,0.6863327504092942,0.41002383805333276,0.9687703175282636
492,Vic Law,ORL,3.21,3.125,1.0146103896103895,0.9331228546554932,0.3031310828082914,0.8777813225930597
493,Victor Oladipo,IND,22.37,22.407287449392708,1.0235081775614518,0.9413060246466883,0.919286920793079,17.162503992076708
494,Vince Carter,ATL,7.38,7.042857142857143,0.9565633569617632,0.8797378180305813,0.5640927385059291,3.1415737425832915
495,Vincent Poirier,BOS,2.28,2.9545454545454546,1.3243683781581093,1.2180029046587109,0.2262631156726136,0.8465892955947514
496,Vlatko Cancar,DEN,1.2,1.6428571428571428,1.3723150357995226,1.2620987689507426,0.1262948514671497,0.23631641469998393
497,Wayne Ellington,NYK,7.08,8.371749408983453,1.197294528537281,1.101134878740128,0.5491284003821328,5.699267379494701
498,Wendell Carter Jr.,CHI,11.11,15.014584154513203,1.3740255355496462,1.2636718914281655,0.7134920666140598,21.8834578214718
499,Wenyen Gabriel,POR,2.32,2.833333333333333,1.2559101654846334,1.1550428527130407,0.2297374255971142,0.764988563071677
500,Wes Iwundu,ORL,7.69,9.006118881118883,1.1895909922225711,1.0940500451226796,0.5790343094014994,6.412336200584161
501,Wesley Matthews,MIL,9.19,10.960199004975124,1.2059602794017823,1.1091046474978894,0.6444073135223727,9.171237174374376
502,Will Barton,DEN,21.35,25.00469552457813,1.193129146723651,1.0973040358782125,0.9094718270869316,31.10598527436437
503,William Howard,HOU,3.5,2.5,0.8333333333333334,0.7664049046237118,0.3255015694241912,0.6569559665116829
504,Willie Cauley-Stein,DAL,8.3,11.032282282282278,1.3416431926025656,1.2338903076787457,0.6069565862847264,11.74065474922829
505,Willy Hernangomez,CHA,6.51,8.592375366568914,1.3455427175370598,1.2374766457213444,0.5192663142316296,7.435898802085292
506,Wilson Chandler,BKN,8.83,9.318367346938777,1.0654085232681858,0.9798411811927723,0.6297088335978671,5.609690060699466
507,Yogi Ferrell,SAC,8.03,8.304096385542167,1.071551613701632,0.9854908947580606,0.5948336007828889,4.790157181206506
508,Yuta Watanabe,MEM,2.64,2.8,1.0606060606060606,0.9754244240665423,0.25697612503666856,0.7015548660108339
509,Zach Collins,POR,8.23,11.348484848484848,1.4102274438921525,1.2969662755606872,0.6038488652550293,14.097662538968729
510,Zach LaVine,CHI,35.02,38.41428571428572,1.118341521842803,1.0285229128616042,0.9805539148468491,41.798297152429335
511,Zach Norvell Jr.,GSW,4.49,4.133333333333333,0.920974450386215,0.847007202970947,0.3965976714575168,1.3193531666693232
512,Zhaire Smith,PHI,2.54,2.0,0.7882882882882883,0.7249776124818896,0.24856913874374653,0.4108537119824636
513,Zion Williamson,NOP,21.26,27.529411764705888,1.2972313719330504,1.1930453830574836,0.908550488867635,47.43426202715359
514,Zylan Cheatham,NOP,3.5,4.75,1.3571428571428572,1.2481451303871878,0.3255015694241912,2.275961548270477
